,latitude,longitude,bathrooms,bedrooms,beds,minimum_nights_avg_ntm,maximum_nights_avg_ntm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
0,37.98924,23.765,1.0,1.0,1.0,2.3,1125.0,4.86,4.89,4.9,4.86,4.97,4.75,4.71,0.19
1,37.96215,23.72179,1.0,1.0,2.0,4.0,1125.0,4.96,4.97,4.97,4.89,4.92,4.86,4.91,0.68
2,37.95523,23.72443,1.0,1.0,1.0,2.0,90.0,4.95,4.98,4.98,4.93,4.93,4.73,4.9,0.28
3,37.99745,23.73973,1.0,1.0,1.0,3.0,1125.0,4.61,4.88,4.47,4.88,4.89,4.28,4.72,0.14
4,37.98844,23.73845,1.0,1.0,1.0,2.0,1125.0,4.95,4.94,4.96,4.97,4.93,4.82,4.93,3.58
5,37.98841,23.73713,1.0,1.0,2.0,2.0,1125.0,4.93,4.94,4.98,4.97,4.94,4.81,4.91,3.53
6,37.99374,23.73083,1.5,3.0,5.0,3.0,1125.0,4.91,4.92,4.88,4.97,4.97,4.61,4.84,0.83
7,38.00673,23.72775,1.0,2.0,3.0,4.0,365.0,4.73,4.74,4.69,4.88,4.89,4.63,4.79,0.45
8,37.9767,23.73064,1.5,3.0,4.0,2.0,1125.0,4.68,4.78,4.69,4.84,4.86,4.88,4.7,0.86
9,37.96738,23.74038,1.0,1.0,3.0,6.0,210.0,4.97,4.97,4.94,4.91,4.97,4.91,4.94,0.29
10,37.97794,23.74371,1.0,1.0,1.0,3.0,150.0,4.6,4.73,4.5,4.73,4.73,4.92,4.58,0.17
11,37.96405,23.74968,1.0,1.0,1.0,3.0,90.0,4.65,4.63,4.36,4.96,4.93,4.52,4.83,0.35
12,37.98574,23.73323,1.0,1.0,2.0,2.0,366.0,4.72,4.8,4.68,4.85,4.89,4.58,4.66,1.31
13,37.96828,23.72906,1.0,1.0,1.0,2.0,365.0,4.77,4.83,4.83,4.72,4.78,4.95,4.71,0.51
14,37.98586,23.72432,1.0,2.0,8.0,3.0,1125.0,4.64,4.85,4.67,4.89,4.8,4.22,4.6,0.31
15,37.9802,23.72357,0.0,1.0,0.0,2.0,365.0,4.74,4.64,4.88,5.0,4.92,4.6,4.6,0.16
16,37.9802,23.72357,0.0,3.0,0.0,2.0,365.0,4.83,4.72,4.9,4.83,4.97,4.86,4.76,0.22
17,37.97911,23.74553,1.0,1.0,2.0,4.0,1125.0,4.63,4.67,4.56,4.92,4.98,4.91,4.53,0.45
18,37.98058,23.72337,1.5,2.0,2.0,1.0,1125.0,4.88,4.94,4.98,4.88,4.94,4.69,4.86,0.62
19,37.9802,23.72357,0.0,1.0,0.0,2.0,365.0,4.97,4.9,4.9,4.97,4.97,4.84,4.83,0.25
20,37.97851,23.72479,1.0,1.0,1.0,2.0,1125.0,4.98,4.96,4.98,4.99,4.99,4.91,4.88,4.65
21,37.98729,23.74311,1.0,0.0,1.0,5.0,365.0,4.5,4.5,4.5,5.0,5.0,4.5,4.5,0.02
22,37.96478,23.74541,1.0,2.0,3.0,2.0,1125.0,4.66,4.84,4.86,4.7,4.74,4.56,4.7,1.88
23,37.97774,23.73,1.0,2.0,4.0,1.0,1125.0,4.69,4.74,4.79,4.84,4.84,4.75,4.7,1.42
24,37.96826,23.72777,1.0,1.0,1.0,2.0,365.0,4.92,4.93,4.88,4.96,5.0,4.97,4.89,3.76
25,37.97665,23.7185,1.0,1.0,2.0,2.0,1025.1,4.77,4.73,4.87,4.92,4.87,4.9,4.73,0.73
26,37.97952,23.72999,1.0,1.0,1.0,1.0,1125.0,4.76,4.87,4.91,4.86,4.92,4.74,4.79,1.7
27,37.98857,23.7464,1.0,3.0,3.0,20.0,1125.0,4.38,4.25,4.38,4.63,4.5,4.38,4.5,0.08
28,37.98599,23.71586,1.0,2.0,3.0,2.0,1125.0,4.83,4.8,4.77,4.83,4.83,4.37,4.53,0.21
29,37.97874,23.74259,1.0,2.0,2.0,3.0,1125.0,4.94,5.0,5.0,5.0,4.98,4.89,4.89,0.45
30,37.9802,23.72357,4.0,4.0,6.0,2.0,365.0,4.85,4.84,4.87,4.96,5.0,4.86,4.89,0.37
31,37.96703,23.72434,1.0,1.0,2.0,1.0,1125.0,4.92,4.94,4.98,4.94,4.96,4.97,4.92,2.46
32,37.97723,23.72841,1.5,2.0,3.0,3.0,1125.0,4.67,4.72,4.67,4.82,4.73,4.81,4.69,0.6
33,37.96387,23.72075,0.0,2.0,0.0,2.0,20.0,4.72,4.74,4.83,4.85,4.82,4.85,4.74,0.76
34,37.967319,23.735407,1.0,1.0,1.0,2.0,1125.0,4.73,4.82,4.84,4.89,4.89,4.8,4.81,6.83
35,37.96845,23.72873,1.0,1.0,1.0,2.0,1125.0,5.0,4.99,4.99,4.98,4.97,4.98,4.97,3.0
36,37.97291,23.72739,1.0,2.0,3.0,1.8,20.0,4.93,4.96,4.95,4.94,4.85,4.97,4.88,2.66
37,37.968,23.71314,1.0,1.0,2.0,3.0,365.0,4.57,4.6,4.5,4.97,4.73,4.8,4.7,0.2
38,37.9802,23.72357,0.0,1.0,0.0,2.0,365.0,4.63,4.63,4.88,4.88,4.63,4.63,4.38,0.06
39,37.9802,23.72357,0.0,2.0,0.0,2.0,365.0,4.9,4.9,5.0,5.0,4.8,4.7,4.7,0.08
40,37.97277,23.72745,1.0,1.0,1.0,2.0,1125.0,4.91,4.87,4.87,4.87,4.83,5.0,4.74,0.23
41,37.96341,23.71816,1.0,2.0,2.0,3.0,30.0,4.55,4.77,4.51,4.71,4.78,4.78,4.63,0.82
42,37.9802,23.72357,0.0,5.0,0.0,2.0,365.0,4.8,4.84,4.84,4.92,4.87,4.76,4.79,0.59
43,37.9802,23.72357,0.0,1.0,0.0,2.0,365.0,4.89,4.78,4.89,4.89,5.0,4.89,4.89,0.08
44,37.98819351196289,23.728649139404297,0.0,1.0,0.0,7.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.46
45,37.99527,23.76651,1.0,2.0,2.0,1.0,180.0,4.87,4.9,4.94,4.95,4.93,4.82,4.88,1.3
46,37.97065,23.72931,2.5,2.0,4.0,2.0,365.0,4.99,4.97,4.99,4.99,5.0,4.98,4.93,2.16
47,37.97039,23.7288,2.0,2.0,3.0,3.0,45.0,4.92,4.96,4.91,4.96,4.9,4.99,4.87,2.01
48,37.97794,23.72772,0.0,1.0,1.0,3.0,1125.0,4.83,4.88,4.84,4.88,4.92,4.86,4.72,0.37
49,37.98394,23.73451,1.0,2.0,1.0,1.0,30.0,4.79,4.82,4.58,4.89,4.81,4.55,4.78,0.55
50,37.98103,23.71538,1.0,1.0,1.0,1.0,364.4,4.9,4.9,4.93,4.94,4.95,4.77,4.85,2.57
51,37.96648,23.7276,1.0,1.0,1.0,3.0,365.0,4.65,4.78,4.88,4.85,4.91,4.89,4.65,0.44
52,37.97506,23.73068,1.0,1.0,1.0,3.0,365.0,4.84,4.91,4.91,4.88,4.88,5.0,4.76,0.22
53,37.969032287597656,23.7116756439209,1.5,2.0,4.0,3.0,1125.0,4.97,4.93,4.93,4.97,4.95,4.92,4.97,0.47
54,37.97099,23.71323,2.0,2.0,3.0,180.0,1125.0,4.91,4.93,4.92,4.96,4.93,4.83,4.9,1.03
55,37.96598,23.74795,4.0,4.0,9.0,2.7,1125.0,4.88,4.79,4.96,4.83,4.96,4.75,4.63,0.17
56,37.97538,23.73264,1.0,1.0,2.0,3.0,1125.0,4.77,4.82,4.81,4.95,4.97,4.97,4.8,2.92
57,38.02512,23.73536,1.0,1.0,2.0,2.0,1125.0,4.68,4.76,4.67,4.8,4.85,4.6,4.71,1.79
58,37.97481,23.72818,1.0,1.0,1.0,2.0,1125.0,4.89,4.89,4.86,4.86,4.84,4.97,4.82,1.56
59,37.96825,23.72839,0.0,1.0,0.0,2.0,730.0,4.87,4.93,4.81,4.9,4.97,4.97,4.84,1.59
60,37.9692,23.71073,1.0,1.0,1.0,61.0,1125.0,5.0,4.92,4.75,5.0,5.0,4.75,4.67,0.09
61,37.96525,23.73991,1.0,1.0,1.0,20.0,1125.0,4.54,4.53,4.67,4.83,4.83,4.71,4.62,1.18
62,37.95949,23.73387,1.0,1.0,1.0,3.0,180.0,4.78,4.85,4.81,4.94,4.97,4.63,4.84,0.74
63,37.98828,23.75706,1.0,1.0,1.0,5.0,1125.0,4.57,4.5,4.29,5.0,4.33,4.83,4.4,0.06
64,37.97277,23.75443,1.0,2.0,2.0,444.0,1125.0,4.09,4.36,3.55,4.82,4.91,4.36,4.36,0.08
65,37.97411,23.71,0.0,2.0,0.0,3.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,37.99436,23.76666,1.5,2.0,3.0,1.0,30.0,4.87,4.91,4.95,4.9,4.92,4.81,4.85,1.98
67,37.97626,23.7096,1.0,3.0,3.0,2.0,1125.0,5.0,4.98,4.99,4.95,5.0,4.9,4.98,4.35
68,37.98013,23.72354,0.0,2.0,0.0,2.0,365.0,4.83,4.77,4.88,4.92,4.89,4.64,4.75,0.23
69,37.96615,23.73463,1.0,2.0,2.0,2.0,10.0,4.77,4.95,4.91,4.96,4.96,4.89,4.82,0.4
70,37.96341,23.72875,2.0,2.0,3.0,3.0,1125.0,4.88,4.92,4.92,4.93,4.93,4.74,4.85,1.94
71,37.987904,23.74078,1.0,2.0,1.0,30.0,1125.0,4.63,4.66,4.85,4.89,4.91,4.4,4.62,0.56
72,38.0011,23.71626,1.0,1.0,2.0,2.0,1125.0,4.9,4.91,4.93,4.91,4.95,4.72,4.91,3.87
73,37.97385,23.71567,1.0,2.0,2.0,7.0,1125.0,4.77,4.82,4.42,4.87,4.89,4.84,4.73,1.14
74,37.96286,23.71754,1.0,2.0,5.0,3.0,1125.0,4.88,4.89,4.89,4.98,4.96,4.81,4.83,2.91
75,37.96688,23.75001,3.0,4.0,8.0,2.9,1125.0,4.96,5.0,5.0,4.96,4.96,4.7,4.89,0.18
76,37.97587,23.73311,1.0,2.0,3.0,2.0,1125.0,4.78,4.79,4.66,4.91,4.9,4.94,4.65,0.36
77,38.01501,23.72582,1.0,2.0,2.0,2.7,1125.0,4.89,4.91,4.95,4.95,4.96,4.56,4.91,4.08
78,37.96694,23.7211,0.0,3.0,0.0,3.0,30.0,5.0,4.67,4.67,5.0,5.0,5.0,4.67,0.02
79,37.96685,23.72056,1.0,1.0,1.0,2.0,1125.0,4.73,4.87,5.0,5.0,5.0,4.73,4.8,0.11
80,37.9626,23.72075,1.0,1.0,2.0,5.0,300.0,4.89,4.92,4.95,4.95,4.96,4.8,4.89,4.51
81,37.98985,23.73779,1.0,1.0,1.0,3.0,1125.0,4.8,4.88,4.56,4.98,4.98,4.66,4.88,3.61
82,37.97313,23.715,1.0,1.0,1.0,60.0,60.0,4.75,4.75,4.5,4.25,4.5,4.75,4.5,0.03
83,38.01501,23.72582,1.0,2.0,2.0,3.0,1125.0,4.83,4.88,4.93,4.91,4.95,4.51,4.85,4.08
84,38.00398,23.7319,1.0,1.0,1.0,4.0,1125.0,4.64,4.85,4.78,4.93,4.93,4.19,4.72,1.29
85,37.98447,23.72112,3.5,2.0,1.0,3.0,1125.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,0.02
86,37.9793,23.73782,2.5,3.0,3.0,2.0,1125.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.07
87,37.9986,23.72828,1.5,2.0,1.0,1.0,365.0,3.0,2.67,2.33,2.67,3.0,3.0,3.0,0.17
88,37.97835,23.72368,1.0,1.0,1.0,2.0,1125.0,4.95,4.97,4.97,4.95,4.98,4.92,4.84,3.03
89,37.97865,23.74152,2.0,2.0,3.0,4.0,1125.0,4.84,4.91,4.91,4.94,4.92,4.92,4.81,1.2
90,37.99882,23.7185,1.0,1.0,1.0,2.0,1125.0,4.85,4.88,4.96,4.94,4.97,4.37,4.8,4.51
91,37.97708,23.74285,1.5,1.0,2.0,10.0,1125.0,4.92,4.93,4.99,4.96,4.9,5.0,4.88,0.81
92,37.98322,23.71017,1.0,1.0,2.0,1.0,1125.0,4.87,4.95,4.8,4.92,4.89,4.5,4.81,0.75
93,37.98728,23.74703,1.0,1.0,1.0,1.0,1125.0,3.83,4.0,3.67,3.83,3.83,4.17,3.83,0.06
94,37.98343,23.73923,1.0,1.0,1.0,4.0,1125.0,4.83,4.73,4.82,4.91,4.92,4.83,4.61,1.01
95,38.02081,23.74098,1.0,1.0,1.0,3.0,90.0,4.75,4.75,4.75,5.0,4.75,4.75,4.75,0.03
96,37.97738,23.7245,1.0,1.0,3.0,2.0,1125.0,4.92,4.94,4.98,4.99,4.99,4.88,4.91,2.28
97,37.97672,23.71096,2.5,1.0,1.0,1.0,1125.0,4.93,4.94,4.98,4.98,5.0,4.77,4.88,0.83
98,37.973968505859375,23.716068267822266,2.0,2.0,2.0,2.0,30.0,4.5,4.75,4.75,4.5,4.75,4.75,4.5,0.03
99,37.9691,23.72842,1.5,2.0,3.0,2.0,20.0,4.89,4.94,4.89,4.93,4.97,4.99,4.87,1.4
100,38.0033,23.73296,1.0,2.0,2.0,3.3,1125.0,4.72,4.79,4.88,4.72,4.79,4.1,4.79,0.46
101,37.97136,23.73137,1.5,1.0,2.0,1.0,1125.0,4.29,4.42,4.24,4.58,4.63,4.88,4.42,3.52
102,37.97836,23.70879,2.0,2.0,3.0,2.0,1125.0,4.9,4.92,4.84,4.93,4.99,4.75,4.86,1.88
103,37.98894,23.73873,1.5,0.0,1.0,4.0,1125.0,4.84,4.84,4.92,4.95,4.94,4.71,4.8,0.72
104,37.95958,23.72467,1.0,0.0,2.0,3.0,1125.0,4.81,4.83,4.82,4.9,4.93,4.62,4.77,1.74
105,37.98742,23.73689,1.0,0.0,1.0,3.0,1125.0,4.9,4.89,4.89,4.94,4.93,4.8,4.9,2.27
106,37.97842,23.74032,1.5,2.0,4.0,3.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,37.98655,23.7369,0.0,0.0,2.0,3.0,1125.0,4.67,4.81,4.8,4.87,4.83,4.6,4.77,0.24
108,37.99433,23.74989,1.0,1.0,1.0,3.0,1125.0,4.93,4.92,4.91,4.94,4.98,4.68,4.93,2.94
109,37.97235,23.74366,1.0,1.0,1.0,1.0,1125.0,4.74,4.84,4.76,4.88,4.94,4.82,4.81,2.84
110,37.97709,23.745,1.0,0.0,1.0,5.0,365.0,4.65,4.76,4.59,4.94,4.94,5.0,4.41,0.13
111,37.99764,23.74302,1.0,1.0,1.0,2.0,60.0,4.83,4.92,4.96,4.89,4.89,4.4,4.8,1.08
112,37.97096,23.72903,0.0,2.0,0.0,2.0,1125.0,4.82,4.91,4.84,4.86,4.88,4.99,4.83,1.22
113,37.97484,23.75441,1.0,2.0,3.0,2.0,1125.0,5.0,4.83,4.83,5.0,5.0,5.0,5.0,0.1
114,37.97575,23.73114,1.0,1.0,2.0,2.0,1125.0,4.87,4.94,4.96,4.97,4.95,4.92,4.82,1.95
115,37.99122,23.76317,1.0,2.0,2.0,30.0,1125.0,4.82,4.91,4.91,5.0,5.0,4.64,4.55,0.09
116,37.98618325292961,23.74996300484628,1.5,1.0,1.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.9
117,37.97622,23.72568,1.5,2.0,3.0,2.0,200.0,4.98,4.99,4.97,4.99,5.0,4.96,4.95,3.08
118,37.990089,23.744446,1.0,2.0,3.0,2.0,1125.0,4.53,4.73,4.64,4.76,4.91,4.6,4.64,0.36
119,37.97674,23.70976,1.0,2.0,2.0,15.0,30.0,4.98,4.98,4.81,4.9,4.9,4.95,4.8,0.34
120,37.96487,23.71852,1.0,1.0,2.0,3.0,60.0,4.92,4.92,4.97,4.98,4.95,4.92,4.9,1.72
121,37.98729,23.74312,1.0,0.0,2.0,5.0,365.0,4.67,4.67,4.67,4.67,5.0,4.67,4.67,0.03
122,37.98115,23.73551,1.0,1.0,2.0,3.0,1125.0,4.92,4.92,5.0,4.96,5.0,4.96,4.96,0.39
123,37.97763,23.739,1.0,2.0,3.0,2.2,25.0,4.99,4.97,4.99,4.97,4.95,4.96,4.86,0.61
124,37.98258590698242,23.752315521240234,1.0,2.0,0.0,7.0,1125.0,5.0,5.0,5.0,5.0,5.0,4.91,4.82,0.09
125,37.98691,23.71444,2.0,3.0,5.0,3.6,363.0,4.7,4.68,4.57,4.79,4.85,4.36,4.62,3.15
126,38.00657,23.74059,1.0,0.0,1.0,3.0,1125.0,4.53,4.73,4.41,4.84,4.92,4.34,4.58,0.42
127,37.9758,23.71656,1.0,1.0,3.0,2.0,730.0,4.97,4.96,4.95,4.96,4.96,4.98,4.92,1.38
128,37.97771,23.75486,1.0,1.0,1.0,3.0,30.0,4.83,4.89,4.9,4.93,4.93,4.75,4.82,0.76
129,37.99923,23.7189,1.0,1.0,2.0,3.0,60.0,4.98,4.96,4.98,5.0,4.96,4.67,4.93,0.73
130,37.97627,23.72345,1.0,1.0,2.0,1.0,15.0,4.48,4.58,4.43,4.77,4.71,4.89,4.55,1.98
131,37.98058,23.73617,1.0,1.0,1.0,3.0,1125.0,4.84,4.85,4.84,4.96,5.0,4.86,4.77,0.73
132,37.97312,23.74912,1.0,1.0,1.0,11.0,1125.0,4.88,4.89,4.85,4.93,4.94,4.8,4.83,0.93
133,37.96171,23.73057,1.0,1.0,4.0,2.0,28.0,4.77,4.86,4.77,4.83,4.87,4.7,4.79,1.82
134,37.99752,23.73782,1.0,1.0,1.0,3.0,180.0,4.95,4.99,4.96,4.99,4.99,4.68,4.92,0.72
135,37.98183,23.75983,2.0,2.0,2.0,5.0,365.0,4.85,4.92,4.65,4.85,4.88,4.92,4.88,0.21
136,37.984822,23.7359202,1.0,1.0,2.0,4.0,1125.0,5.0,4.94,5.0,5.0,5.0,4.94,4.88,0.86
137,37.9658184445819,23.732446906763457,1.0,1.0,1.0,1.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,37.96538,23.74292,2.0,2.0,3.0,3.0,90.0,4.65,4.62,4.5,4.81,4.79,4.74,4.72,0.42
139,37.9634,23.72275,1.0,1.0,1.0,3.0,1125.0,4.89,4.96,4.86,4.96,4.95,4.86,4.82,0.71
140,37.99214,23.74923,2.0,2.0,2.0,7.0,180.0,4.98,5.0,4.92,5.0,4.94,4.73,4.98,0.41
141,37.97472,23.72406,1.5,1.0,1.0,365.0,1125.0,4.6,4.75,4.71,4.87,4.92,4.88,4.72,1.97
142,37.99615,23.72603,1.0,1.0,2.0,2.0,1125.0,4.33,5.0,4.67,5.0,5.0,3.67,5.0,0.03
143,37.97238,23.72543,1.0,2.0,4.0,1.0,30.0,4.53,4.53,4.37,4.74,4.78,4.86,4.6,0.8
144,37.98074,23.74655,1.0,1.0,1.0,1.0,1125.0,4.85,4.93,4.76,4.87,4.91,4.85,4.84,0.75
145,37.99479,23.76533,2.0,2.0,2.0,7.2,1125.0,4.98,4.98,4.96,4.97,4.99,4.85,4.91,2.13
146,37.9859,23.73359,1.0,0.0,2.0,6.0,15.0,4.59,4.72,4.48,4.85,4.86,4.63,4.72,1.37
147,37.996544,23.741497,1.0,1.0,1.0,5.0,700.0,4.14,4.21,4.43,4.57,4.43,4.21,4.14,0.15
148,37.980228,23.723442,1.0,1.0,2.0,2.0,1125.0,4.61,4.72,4.78,4.89,5.0,4.28,4.56,0.21
149,37.9674,23.72522,1.0,2.0,5.0,2.0,1125.0,4.78,4.86,4.89,4.89,4.78,4.95,4.81,3.6
150,37.96427,23.72065,1.0,1.0,1.0,5.9,1125.0,4.88,4.93,4.96,4.96,4.93,4.75,4.85,4.46
151,37.97980499267578,23.725061416625977,0.0,1.0,0.0,1.0,1125.0,4.93,4.94,4.91,4.95,4.98,4.93,4.92,1.29
152,37.97952,23.70288,0.0,3.0,0.0,2.0,35.0,4.91,4.92,4.96,4.92,4.98,4.55,4.87,1.18
153,37.97989,23.73916,1.5,2.0,2.0,20.0,730.0,4.5,4.73,4.71,4.85,4.86,4.95,4.53,0.43
154,37.9577,23.72516,1.0,0.0,1.0,2.0,1125.0,4.95,4.95,4.94,4.98,4.98,4.77,4.9,3.9
155,37.98554,23.74768,1.5,2.0,3.0,3.0,1125.0,4.71,4.83,4.53,4.86,4.87,4.48,4.7,0.97
156,37.97513,23.75287,3.5,3.0,5.0,2.0,1125.0,4.8,4.82,4.91,4.86,4.8,4.8,4.75,1.42
157,38.00177,23.73015,1.5,1.0,2.0,32.8,1125.0,4.75,4.86,4.8,4.84,4.83,4.25,4.76,0.87
158,37.99269,23.71638,1.0,1.0,2.0,2.0,1125.0,4.92,4.95,4.96,4.98,4.99,4.75,4.94,1.62
159,37.96727,23.7109,2.5,2.0,2.0,3.0,1125.0,4.99,5.0,4.99,4.95,4.98,4.94,4.94,1.02
160,37.96283,23.72382,1.0,1.0,2.0,3.0,1125.0,4.74,4.77,4.82,4.8,4.84,4.82,4.78,1.98
161,37.9995,23.7212,1.0,1.0,2.0,1.0,1125.0,4.54,4.77,4.48,4.86,4.84,4.28,4.69,1.21
162,37.99649,23.73388,1.0,2.0,2.0,7.0,360.0,4.62,4.62,4.62,4.92,4.85,4.38,4.54,0.11
163,37.96369,23.73323,1.0,1.0,2.0,2.0,371.0,4.73,4.6,4.54,4.88,4.82,4.47,4.71,0.42
164,37.9801,23.73691,1.0,1.0,1.0,3.0,1125.0,4.86,4.87,4.77,4.94,4.94,4.95,4.8,2.96
165,37.97804334918386,23.729956582544624,1.0,1.0,1.0,3.0,1125.0,4.99,4.99,4.99,4.99,5.0,4.96,4.98,6.95
166,37.98784,23.73431,1.5,1.0,3.0,1.0,1125.0,4.75,4.78,4.78,4.8,4.84,4.67,4.77,5.23
167,37.96630096435547,23.72363471984864,1.0,2.0,3.0,1.0,1125.0,4.85,4.91,4.78,4.96,4.95,4.94,4.86,3.28
168,37.97727,23.72542,2.0,3.0,6.0,3.0,90.0,4.84,4.88,4.78,4.9,4.94,4.9,4.78,2.13
169,38.021034240722656,23.7317008972168,1.0,2.0,2.0,2.0,30.0,4.67,4.67,4.67,4.67,5.0,4.33,4.67,0.02
170,37.99263,23.72616,1.0,2.0,4.0,4.0,1125.0,4.44,4.8,4.87,4.87,4.81,3.63,4.53,0.13
171,37.99268,23.72619,1.0,1.0,4.0,4.0,1125.0,4.43,4.7,4.74,4.7,4.7,4.26,4.57,0.18
172,37.97186,23.74679,1.0,1.0,1.0,2.0,1125.0,4.92,4.97,4.91,4.96,4.96,4.87,4.93,3.13
173,37.96538,23.73225,1.0,2.0,2.0,2.0,1125.0,4.96,4.95,4.93,4.96,4.98,4.83,4.95,3.4
174,37.96769,23.73286,1.0,1.0,1.0,1.0,1125.0,4.85,4.89,4.83,4.96,4.96,4.91,4.89,6.9
175,37.97002,23.71008,1.0,1.0,1.0,2.0,1125.0,4.76,4.81,4.63,4.81,4.78,4.71,4.77,1.15
176,37.9749,23.73239,1.0,1.0,1.0,2.0,1125.0,4.94,4.92,4.96,4.93,4.9,4.99,4.86,1.43
177,37.9902,23.71115,1.0,1.0,2.0,2.0,1125.0,4.73,4.81,4.76,4.92,4.94,4.48,4.71,1.56
178,37.97113,23.73001,1.5,1.0,2.0,3.0,1125.0,4.99,4.98,4.97,4.98,4.99,4.99,4.95,2.66
179,37.97113,23.73001,1.0,0.0,2.0,3.0,1125.0,4.99,4.99,4.98,4.96,4.99,4.99,4.93,2.51
180,37.96485,23.72641,1.0,1.0,2.0,2.0,1125.0,4.83,4.92,4.91,4.92,4.92,4.81,4.83,2.22
181,37.97312,23.73227,1.0,2.0,2.0,2.0,1125.0,4.89,4.91,4.89,4.93,4.95,4.99,4.89,4.13
182,37.97159,23.74666,1.0,1.0,1.0,2.0,1125.0,4.93,4.95,4.96,4.96,4.96,4.88,4.94,3.11
183,38.01193,23.72585,1.0,1.0,2.0,2.0,1125.0,4.65,4.82,4.77,4.93,4.94,4.52,4.77,1.5
184,37.97467,23.71731,1.0,1.0,2.0,3.0,60.0,4.95,4.95,4.93,4.96,4.95,4.99,4.94,1.77
185,37.99516,23.76532,1.5,2.0,3.0,2.0,1125.0,4.8,4.79,4.78,4.91,4.93,4.81,4.72,0.59
186,37.97472,23.73228,1.0,1.0,1.0,2.0,1125.0,4.85,4.87,4.95,4.9,4.92,4.96,4.81,3.5
187,37.97158,23.73024,1.0,2.0,3.0,1.0,1125.0,4.92,4.96,4.89,4.94,4.93,4.98,4.89,2.4
188,37.9642,23.72017,1.0,2.0,2.0,3.3,300.0,4.93,4.97,4.95,4.96,4.96,4.82,4.89,3.96
189,37.96986,23.74032,2.5,3.0,5.0,3.0,1125.0,4.86,4.88,4.77,4.95,4.98,4.88,4.79,0.36
190,37.96364,23.72181,1.0,1.0,1.0,1.0,5.0,4.8,4.9,4.92,4.82,4.88,4.72,4.77,2.4
191,37.99054,23.75967,1.0,3.0,3.0,3.0,15.0,4.8,4.8,4.6,5.0,4.6,4.8,4.8,0.04
192,37.97739,23.7255,1.0,2.0,3.0,4.5,1125.0,4.94,4.96,4.99,4.96,4.98,4.94,4.93,1.1
193,37.97881,23.70788,1.0,1.0,2.0,3.0,1125.0,4.88,4.85,4.83,4.98,4.9,4.68,4.61,0.35
194,37.97614669799805,23.72785758972168,1.0,1.0,1.0,3.0,1125.0,4.98,4.97,4.97,4.98,4.99,4.99,4.94,1.67
195,37.97353,23.71934,2.0,2.0,3.0,3.0,1125.0,5.0,5.0,5.0,4.88,5.0,5.0,5.0,0.26
196,37.961273193359375,23.7398624420166,1.0,1.0,3.0,3.0,60.0,4.9,4.97,4.97,4.88,4.96,4.7,4.81,1.62
197,37.97296,23.72936,0.0,1.0,0.0,2.0,1125.0,4.9,4.92,4.95,4.94,4.94,4.98,4.9,2.67
198,37.97755432128906,23.70711708068848,1.0,2.0,2.0,15.0,1125.0,4.87,4.97,4.73,4.97,4.98,4.85,4.93,0.81
199,37.97078,23.74298,1.0,1.0,1.0,3.0,20.0,4.92,4.92,4.95,4.97,4.98,4.85,4.86,1.3
200,37.97809,23.72315,1.0,1.0,1.0,1.0,20.0,4.59,4.74,4.54,4.86,4.79,4.9,4.61,1.47
201,37.98625,23.72994,2.0,3.0,3.0,2.0,1125.0,4.99,5.0,4.99,4.98,5.0,4.64,4.96,3.62
202,37.97811,23.72375,1.0,1.0,3.0,2.0,1006.0,4.25,4.75,4.5,4.25,4.5,4.5,4.25,0.1
203,37.97683,23.72293,1.0,1.0,2.0,365.0,1125.0,4.58,4.63,4.75,4.86,4.88,4.75,4.58,0.83
204,37.97748,23.72498,2.0,1.0,2.0,2.0,1102.6,4.8,4.8,5.0,4.8,4.8,5.0,5.0,0.04
205,37.97755,23.72375,1.0,1.0,3.0,2.0,1003.1,4.53,4.82,5.0,4.88,4.88,4.35,4.41,0.13
206,37.971153,23.729937,0.0,2.0,0.0,5.0,30.0,4.89,5.0,4.84,4.95,5.0,5.0,4.84,0.16
207,37.97066,23.74547,2.5,2.0,3.0,2.0,1125.0,4.81,4.84,4.7,4.88,4.86,4.95,4.77,1.01
208,37.97471,23.74889,1.0,2.0,3.0,2.0,365.0,4.95,4.97,4.97,4.99,4.97,4.88,4.95,1.0
209,37.97979,23.71735,1.0,1.0,2.0,3.0,60.0,5.0,4.96,4.92,4.96,5.0,4.92,4.88,0.22
210,37.97557,23.71883,1.5,2.0,4.0,1.0,1125.0,4.9,4.92,4.86,4.94,4.96,4.97,4.91,6.33
211,37.98221,23.71304,1.0,2.0,2.0,2.0,1125.0,4.66,4.8,4.73,4.83,4.79,4.35,4.73,1.85
212,37.98222,23.71304,1.0,1.0,1.0,2.0,1125.0,4.57,4.75,4.75,4.78,4.72,4.36,4.64,1.78
