,latitude,longitude,bathrooms,bedrooms,beds,minimum_nights_avg_ntm,maximum_nights_avg_ntm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
4101,37.96444,23.72397,1.0,1.0,0.0,1.0,1125.0,4.74,4.81,4.93,4.85,4.59,4.81,4.78,0.52
4102,37.96179,23.7214,1.0,1.0,2.0,5.5,1125.0,4.84,4.84,4.79,4.89,4.95,4.82,4.74,0.8
4103,37.97732925415039,23.726198196411133,1.0,1.0,1.0,2.3,1125.0,4.69,4.81,4.81,4.94,4.94,4.94,4.81,0.31
4104,38.0016,23.73562,2.0,1.0,3.0,2.0,1125.0,5.0,4.99,4.98,5.0,4.99,4.88,4.95,2.07
4105,37.99408,23.75085,1.0,1.0,1.0,2.0,1125.0,4.75,4.71,4.58,4.94,4.94,4.48,4.73,1.81
4106,37.97855,23.72808,3.5,4.0,9.0,1.0,1125.0,4.0,3.2,3.4,4.2,4.2,4.6,4.0,0.16
4107,37.9680813,23.7295612,1.0,1.0,3.0,2.0,1125.0,4.95,4.91,4.94,4.97,4.96,4.99,4.88,5.25
4108,37.98883,23.72634,1.0,1.0,1.0,3.0,1125.0,4.75,4.82,4.64,4.82,4.93,4.04,4.71,0.57
4109,37.98699,23.73797,1.0,2.0,2.0,1.0,1125.0,4.8,4.88,4.84,4.94,4.95,4.78,4.83,5.41
4110,37.96869,23.74285,1.0,2.0,3.0,2.8,824.9,4.97,4.93,5.0,5.0,5.0,4.97,4.93,0.57
4111,37.96361,23.72507,1.0,1.0,1.0,2.0,60.0,4.38,4.51,4.44,4.85,4.72,4.85,4.48,1.9
4112,37.98472,23.73402,1.0,2.0,3.0,1.0,1125.0,4.67,5.0,5.0,5.0,5.0,4.0,5.0,0.06
4113,38.00067,23.74265,1.0,0.0,2.0,2.0,1125.0,4.6,4.68,4.88,4.68,4.68,4.64,4.54,0.6
4114,37.97136,23.74243,2.0,3.0,4.0,2.0,1125.0,4.84,4.86,4.83,4.94,4.91,4.8,4.86,2.0
4115,37.98377,23.72007,1.0,2.0,4.0,2.0,1125.0,4.87,4.91,4.93,4.91,4.95,4.34,4.84,4.17
4116,37.98958,23.73808,2.5,2.0,3.0,3.0,82.7,4.91,4.93,4.8,4.93,4.99,4.69,4.88,2.65
4117,37.96844,23.72797,2.0,2.0,3.0,2.0,1125.0,4.96,4.96,4.96,4.96,4.98,4.96,4.95,5.5
4118,37.98297119140625,23.73576164245605,1.0,2.0,3.0,1.0,1125.0,4.85,4.62,4.92,4.92,4.92,4.85,4.69,0.25
4119,37.99069,23.76685,1.5,1.0,3.0,2.0,1125.0,4.83,4.83,4.8,4.98,4.98,4.65,4.8,3.92
4120,37.98301,23.73603,1.5,3.0,3.0,1.0,365.0,4.75,4.9,4.8,4.65,4.75,4.95,4.85,0.48
4121,37.990314,23.727589,1.0,2.0,2.0,3.9,1125.0,4.38,4.71,4.38,4.71,4.79,3.76,4.5,0.82
4122,37.98944,23.76509,1.0,1.0,2.0,3.0,55.0,5.0,4.89,4.96,5.0,5.0,4.82,4.95,1.09
4123,37.98118,23.75943,1.5,1.0,1.0,5.0,28.0,4.97,5.0,4.84,4.9,5.0,4.87,4.94,0.6
4124,37.98101,23.72078,1.0,1.0,1.0,1.0,1125.0,4.83,4.86,4.95,4.96,4.97,4.55,4.81,5.43
4125,37.98268,23.72202,1.0,0.0,1.0,1.0,1125.0,4.86,4.91,4.94,4.96,4.93,4.47,4.85,4.25
4126,37.97306,23.73084,2.0,2.0,3.0,30.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4127,37.97622,23.72507,1.0,1.0,1.0,1.4,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
4128,37.97576,23.73092,1.0,1.0,2.0,2.0,1125.0,4.5,4.33,4.5,4.67,4.5,5.0,4.17,0.12
4129,37.98044,23.71218,1.0,1.0,2.0,1.0,1125.0,4.91,4.93,4.91,4.94,4.96,4.78,4.8,9.15
4130,37.97461,23.71597,1.0,1.0,2.0,2.0,1125.0,4.64,4.81,4.53,4.87,4.85,4.77,4.63,1.51
4131,37.977291,23.725708,1.0,1.0,3.0,1.0,1125.0,4.71,4.76,4.72,4.88,4.89,4.84,4.49,1.61
4132,37.98089,23.72035,1.0,1.0,2.0,1.0,1125.0,4.49,4.66,4.68,4.8,4.65,4.27,4.59,5.86
4133,37.96608,23.7259,1.0,0.0,1.0,5.0,1125.0,4.8,4.89,4.81,4.99,4.97,4.99,4.84,1.65
4134,37.97662,23.73029,2.0,2.0,3.0,3.0,1125.0,5.0,4.99,4.99,4.99,4.98,4.99,4.95,2.49
4135,37.98248,23.72107,1.0,0.0,1.0,1.0,1125.0,4.86,4.88,4.9,4.96,4.96,4.65,4.84,3.81
4136,37.96543,23.72153,1.0,1.0,2.0,2.0,1125.0,4.76,4.7,4.83,4.92,4.93,4.83,4.72,1.82
4137,37.98993,23.72857,1.0,2.0,3.0,4.0,1125.0,4.16,4.26,4.06,4.84,4.68,3.74,4.21,0.49
4138,37.97218,23.7311,1.0,1.0,1.0,1.1,29.6,4.53,4.75,4.67,4.7,4.88,4.95,4.53,1.37
4139,37.96781591647181,23.728484250605103,1.0,1.0,1.0,1.0,1125.0,4.86,4.86,4.8,4.87,4.92,4.96,4.78,3.98
4140,37.96891,23.72975,1.0,1.0,2.0,2.0,1125.0,4.93,4.91,4.97,4.93,4.99,4.99,4.97,1.61
4141,37.96234,23.71991,2.0,2.0,2.0,1.6,1125.0,4.5,4.38,4.88,4.63,4.75,4.75,4.75,0.26
4142,37.96891,23.72975,1.0,1.0,1.0,2.0,1125.0,4.96,4.95,4.97,4.98,4.99,4.97,4.93,2.09
4143,37.97694,23.7261,1.0,0.0,1.0,30.0,1125.0,4.2,4.8,4.2,5.0,5.0,5.0,4.4,0.11
4144,37.98687,23.72034,1.0,2.0,2.0,2.0,365.0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,0.56
4145,37.977291,23.725708,1.0,1.0,3.0,1.0,1125.0,4.66,4.65,4.66,4.78,4.78,4.83,4.48,1.27
4146,37.96361,23.72157,1.0,1.0,1.0,1.0,1125.0,4.99,4.97,4.98,4.98,5.0,4.96,4.96,2.4
4147,37.9643763,23.7290926,2.0,3.0,4.0,1.0,1125.0,4.67,4.73,4.72,4.88,4.91,4.73,4.7,3.62
4148,37.96269,23.72899,1.0,2.0,3.0,1.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4149,37.9772,23.74556,2.0,3.0,4.0,3.0,1125.0,4.84,4.84,4.89,4.84,4.84,4.95,4.76,0.78
4150,37.97073745727539,23.743894577026367,1.0,1.0,2.0,2.8,999.0,4.69,4.77,4.54,4.92,5.0,4.85,4.46,0.26
4151,37.97084,23.72974,1.0,1.0,1.0,3.0,1125.0,4.72,4.81,4.66,4.91,4.89,4.99,4.71,3.46
4152,37.98813,23.73638,1.0,1.0,1.0,5.0,1125.0,4.94,4.98,4.92,4.92,4.98,4.82,4.82,1.21
4153,37.97496,23.73306,1.0,1.0,2.0,1.0,1125.0,4.63,4.63,4.68,4.84,4.76,4.88,4.6,3.18
4154,37.96929,23.75229,1.0,3.0,3.0,3.0,1125.0,4.89,4.94,4.77,4.91,5.0,4.74,4.74,0.75
4155,37.97493,23.73077,1.0,1.0,1.0,2.0,1125.0,4.62,4.77,4.62,5.0,4.92,4.85,4.46,0.26
4156,37.99913,23.72695,1.0,1.0,2.0,1.0,1125.0,4.69,4.78,4.64,4.81,4.91,4.05,4.75,2.91
4157,37.99704,23.72848,1.0,1.0,2.0,1.0,1125.0,4.81,4.82,4.75,4.94,4.98,4.02,4.76,2.48
4158,37.99926,23.72768,1.0,1.0,2.0,1.0,1125.0,4.75,4.78,4.7,4.9,4.91,4.11,4.67,2.02
4159,38.00439,23.73265,1.0,2.0,2.0,3.0,1125.0,4.82,4.86,4.68,4.83,4.88,4.03,4.86,2.11
4160,37.97856,23.72025,1.0,1.0,3.0,1.0,1125.0,4.51,4.59,4.31,4.83,4.82,4.76,4.55,2.65
4161,37.977795,23.728117,2.5,3.0,3.0,1.0,1125.0,4.52,4.61,4.52,4.83,4.58,4.81,4.54,1.36
4162,37.97973,23.72668,1.0,2.0,2.0,1.0,199.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05
4163,37.96252,23.72439,2.0,2.0,4.0,1.9,1125.0,4.91,4.91,4.89,4.89,4.97,4.86,4.86,0.8
4164,37.97143,23.75018,2.0,2.0,3.0,2.0,1125.0,4.81,4.81,4.84,4.91,4.78,4.81,4.72,0.81
4165,37.99628,23.76271,1.0,1.0,0.0,3.0,1125.0,4.33,4.33,4.67,5.0,4.33,4.67,4.0,0.09
4166,37.98205,23.72642,2.0,2.0,2.0,2.0,60.0,4.85,4.94,4.83,4.92,4.96,4.81,4.8,2.78
4167,37.96988,23.74353,1.0,1.0,1.0,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4168,37.96763,23.74968,1.0,1.0,2.0,3.0,93.0,4.87,4.83,4.7,5.0,4.97,4.8,4.83,0.72
4169,37.97914,23.72331,1.0,1.0,1.0,1.0,1125.0,5.0,5.0,5.0,4.92,5.0,5.0,5.0,0.36
4170,37.96479,23.71948,1.0,1.0,2.0,1.0,1125.0,4.81,4.83,4.83,4.95,4.88,4.83,4.77,1.54
4171,37.966068267822266,23.72990226745605,1.0,3.0,4.0,1.0,1125.0,4.75,4.84,4.8,4.93,4.97,4.76,4.71,1.76
4172,37.99718,23.72857,1.0,1.0,2.0,1.0,1125.0,4.63,4.69,4.52,4.87,4.89,4.06,4.61,1.21
4173,37.98309,23.73398,1.0,1.0,1.0,4.6,1125.0,4.96,4.84,4.92,5.0,4.76,4.64,4.8,0.58
4174,37.97466,23.73043,1.5,2.0,2.0,2.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4175,37.978,23.72411,1.0,1.0,2.0,1.0,1125.0,4.82,4.91,5.0,5.0,4.68,4.91,4.86,0.54
4176,37.977795,23.728117,1.0,2.0,2.0,1.0,1125.0,4.66,4.58,4.66,4.95,4.61,4.95,4.66,0.83
4177,38.0114,23.73239,1.0,2.0,3.0,1.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4178,37.97876,23.73986,1.0,0.0,1.0,3.0,15.0,5.0,4.99,4.99,5.0,4.99,4.99,4.98,1.99
4179,37.97982,23.74447,1.5,2.0,3.0,1.4,1125.0,4.52,4.6,4.28,4.52,4.72,5.0,4.6,0.51
4180,37.97529,23.75191,1.0,1.0,2.0,3.0,700.0,4.79,4.87,4.82,4.84,4.82,4.79,4.68,0.86
4181,37.97733,23.75204,1.0,1.0,1.0,3.0,555.0,4.79,4.64,4.93,5.0,5.0,4.93,4.71,0.32
4182,37.984929525966656,23.73056935581972,1.0,0.0,1.0,2.1,1125.0,4.79,4.87,4.7,4.83,4.75,4.6,4.76,3.46
4183,37.98262,23.71903,3.0,2.0,2.0,2.0,1125.0,4.78,4.87,4.83,4.87,4.91,4.59,4.67,1.08
4184,37.977795,23.728117,1.0,0.0,1.0,1.0,1125.0,4.69,4.74,4.72,4.95,4.71,4.88,4.66,1.31
4185,37.977795,23.728117,1.0,0.0,1.0,1.0,1125.0,4.7,4.64,4.76,4.9,4.66,4.72,4.66,1.1
4186,37.977795,23.728117,1.0,0.0,1.0,1.0,1125.0,4.78,4.91,4.93,4.95,4.85,4.93,4.85,1.15
4187,37.977795,23.728117,1.0,0.0,1.0,1.0,1125.0,4.61,4.77,4.74,4.88,4.58,4.8,4.61,1.44
4188,37.982933,23.73596,1.0,1.0,2.0,1.0,1125.0,4.97,5.0,4.93,5.0,5.0,4.97,4.73,0.59
4189,37.977795,23.728117,1.0,1.0,0.0,1.0,1125.0,4.56,4.69,4.73,4.81,4.48,4.79,4.63,1.53
4190,37.977795,23.728117,1.0,0.0,1.0,1.0,1125.0,4.73,4.8,4.78,4.88,4.68,4.8,4.78,0.79
4191,37.977795,23.728117,1.0,0.0,1.0,1.0,1125.0,4.68,4.85,4.77,4.88,4.66,4.86,4.77,1.4
4192,37.96374,23.74104,1.0,1.0,2.0,1.0,365.0,4.77,4.79,4.63,4.9,4.9,4.77,4.76,1.42
4193,37.98205,23.752,1.0,1.0,2.0,1.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4194,37.96755,23.72463,2.0,2.0,2.0,1.6,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4195,37.98418,23.71712,2.0,4.0,7.0,2.0,1125.0,4.76,4.73,4.9,4.88,4.86,4.53,4.76,1.2
4196,37.96689,23.73289,1.0,1.0,3.0,1.0,1125.0,4.75,5.0,4.75,5.0,5.0,4.75,4.75,0.08
4197,38.00202,23.76339,2.5,2.0,7.0,1.0,1125.0,4.82,4.89,4.81,4.88,4.91,4.67,4.82,4.81
4198,37.9763,23.72981,0.0,1.0,0.0,2.0,1125.0,4.79,4.94,4.82,5.0,4.94,4.94,4.91,0.78
4199,38.00131,23.73217,2.0,3.0,5.0,7.0,1125.0,4.76,4.81,4.67,4.71,4.9,4.43,4.81,0.55
4200,37.97872,23.73684,0.0,0.0,0.0,2.0,1125.0,4.88,4.89,4.88,4.91,4.99,4.93,4.88,1.63
4201,37.97764,23.72654,1.0,1.0,2.0,1.0,200.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0.28
4202,37.97764,23.72654,1.0,1.0,1.0,1.0,200.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04
4203,37.98732,23.76129,1.0,2.0,3.0,3.0,1125.0,3.67,3.92,2.83,4.58,4.5,4.5,3.92,0.29
4204,37.98629,23.76167,1.0,2.0,3.0,2.0,100.0,4.5,4.67,4.5,4.83,4.83,4.67,4.5,0.14
4205,37.982861,23.735552,1.0,2.0,3.0,1.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.09
4206,37.98297119140625,23.73576164245605,1.0,2.0,3.0,1.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4207,37.983143,23.736509,0.0,2.0,0.0,1.0,1125.0,4.92,4.79,4.92,4.79,4.92,4.96,4.67,0.48
4208,37.97725,23.72213,1.0,1.0,1.0,1.9,1125.0,4.76,4.87,4.86,4.92,4.97,4.78,4.79,1.83
4209,37.977772,23.722902,1.0,1.0,2.0,1.9,1125.0,4.79,4.86,4.89,4.95,4.92,4.95,4.7,1.68
4210,37.97799,23.72402,1.5,2.0,5.0,1.9,1125.0,4.67,4.76,4.76,4.86,4.86,4.52,4.67,0.48
4211,37.96573,23.72376,0.0,2.0,0.0,3.9,1125.0,4.84,4.82,4.77,4.95,4.92,4.86,4.78,3.13
4212,37.96302,23.72888,1.0,1.0,2.0,1.0,1125.0,4.54,4.67,4.67,4.8,4.7,4.57,4.5,1.31
4213,37.99555,23.72569,1.0,1.0,1.0,3.0,1125.0,4.67,4.69,4.63,4.87,4.84,3.7,4.66,1.33
4214,37.96252,23.72439,1.5,1.0,1.0,2.1,31.0,4.7,4.82,4.79,4.88,4.94,4.58,4.55,0.78
4215,37.99543,23.77859,1.0,1.0,2.0,3.0,1111.0,4.84,4.8,4.86,4.86,4.94,4.84,4.82,1.05
4216,37.99662,23.77862,1.0,1.0,2.0,4.0,1111.0,4.33,4.52,4.38,4.86,4.9,4.76,4.48,0.47
4217,37.99989,23.73532,1.0,0.0,1.0,2.0,60.0,4.85,4.82,4.86,4.84,4.92,4.68,4.83,2.68
4218,38.00481,23.73308,1.0,0.0,1.0,2.0,1125.0,4.79,4.9,4.67,4.94,4.93,4.44,4.81,2.72
4219,37.97414016723633,23.748594284057617,1.0,2.0,2.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,4.92,0.29
4220,37.96888,23.7119,1.0,1.0,2.0,41.2,1125.0,4.5,4.72,4.67,4.78,4.78,4.72,4.44,0.37
4221,37.97677612304688,23.73008155822754,1.0,1.0,2.0,1.1,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.19
4222,37.96302,23.72888,1.0,1.0,2.0,1.0,1125.0,4.52,4.72,4.72,4.9,4.86,4.69,4.55,0.73
4223,37.96302,23.72888,1.0,1.0,2.0,1.0,1125.0,4.64,4.76,4.76,4.88,4.9,4.72,4.6,1.62
4224,37.96302,23.72888,1.0,2.0,3.0,1.0,1125.0,4.76,4.75,4.78,4.94,4.82,4.75,4.73,1.08
4225,37.96302,23.72888,1.0,1.0,1.0,1.0,1125.0,4.73,4.74,4.85,4.89,4.91,4.76,4.64,3.07
4226,37.97979736328125,23.725181579589844,1.0,2.0,2.0,2.9,60.0,4.9,4.85,4.76,4.92,4.94,4.91,4.81,3.41
4227,37.97036,23.75023,1.0,1.0,1.0,5.0,1125.0,5.0,5.0,5.0,4.43,5.0,4.86,4.86,0.24
4228,37.97684860229492,23.730010986328125,1.0,0.0,2.0,1.2,1125.0,5.0,5.0,5.0,5.0,5.0,4.71,5.0,0.16
4229,37.977195739746094,23.72948455810547,1.0,1.0,1.0,1.1,1125.0,4.67,5.0,4.33,5.0,5.0,4.67,5.0,0.07
4230,37.97684860229492,23.730010986328125,1.0,1.0,2.0,1.1,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4231,37.976036071777344,23.729324340820312,1.0,1.0,2.0,1.2,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4232,37.97684860229492,23.730010986328125,1.0,2.0,3.0,1.2,1125.0,4.5,4.5,5.0,4.75,4.5,5.0,4.75,0.09
4233,37.97684860229492,23.730010986328125,1.5,1.0,2.0,1.2,1125.0,4.75,5.0,5.0,5.0,5.0,5.0,4.75,0.09
4234,37.96701,23.72718,1.0,0.0,2.0,2.0,999.0,4.91,4.93,4.91,4.95,4.96,4.93,4.91,7.98
4235,37.969345,23.729937,1.0,2.0,2.0,2.4,1125.0,4.82,4.81,4.84,4.76,4.9,4.98,4.86,2.66
4236,37.95351,23.72021,1.0,1.0,1.0,1.0,60.0,4.94,4.98,4.81,4.98,4.97,4.81,4.95,3.71
4237,37.9881,23.73281,1.0,1.0,2.0,2.0,1125.0,4.25,4.75,4.0,4.75,4.25,4.0,3.75,0.19
4238,37.96403,23.7383,1.0,2.0,2.0,7.0,180.0,4.93,4.86,4.64,4.71,4.86,4.64,4.5,0.33
4239,38.0042,23.72655,1.0,1.0,1.0,11.6,1125.0,4.51,4.62,4.56,4.8,4.8,4.11,4.64,1.07
4240,37.98296,23.71727,1.5,1.0,1.0,2.0,1125.0,4.9,4.94,4.97,4.97,4.94,4.68,4.9,0.74
4241,37.99773,23.73329,2.0,4.0,4.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4242,38.00026,23.72934,1.0,1.0,2.0,2.0,1125.0,4.82,4.77,4.8,4.91,5.0,4.33,4.79,1.53
4243,37.98417,23.71909,1.0,2.0,4.0,2.0,1125.0,4.8,5.0,4.8,4.8,4.8,4.6,4.8,0.13
4244,37.97912,23.71405,1.0,1.0,1.0,2.0,60.0,4.9,4.95,4.98,4.96,4.98,4.79,4.79,1.67
4245,37.97874,23.73054,1.0,1.0,2.0,1.0,1125.0,4.67,4.67,5.0,4.67,4.67,5.0,4.67,0.1
4246,37.98742,23.76481,1.0,1.0,0.0,30.0,160.0,5.0,5.0,5.0,5.0,5.0,4.88,4.88,0.19
4247,37.98124,23.74496,1.0,0.0,1.0,2.0,1125.0,4.87,4.89,4.93,4.99,4.98,4.87,4.8,2.42
4248,37.99669,23.72564,1.5,1.0,1.0,1.0,1125.0,3.92,4.15,4.46,4.69,3.77,3.77,3.92,0.28
4249,37.99684,23.73483,0.0,1.0,0.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,0.36
4250,37.96124,23.72325,1.5,4.0,4.0,1.1,1125.0,4.91,4.95,4.92,4.98,4.95,4.6,4.92,2.09
4251,37.98528,23.7387,1.0,1.0,1.0,7.0,1125.0,4.91,4.96,4.83,4.91,4.96,4.83,4.78,0.55
4252,37.97823,23.72366,1.5,2.0,3.0,1.9,1125.0,4.62,4.9,4.79,4.86,4.83,4.69,4.64,0.92
4253,37.97784,23.72855,0.0,1.0,0.0,1.6,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4254,37.96678,23.72927,1.0,1.0,1.0,2.6,1125.0,4.94,4.93,4.93,4.99,5.0,4.87,4.81,4.11
4255,37.966915130615234,23.733598709106445,1.0,1.0,1.0,1.0,1125.0,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0.08
4256,37.99909,23.72932,1.0,1.0,2.0,1.1,1125.0,5.0,5.0,5.0,5.0,4.33,4.0,5.0,0.08
4257,38.01421,23.72679,1.0,1.0,1.0,5.0,365.0,4.88,4.63,4.25,4.75,4.88,4.75,4.75,0.16
4258,37.9745,23.71696,1.0,0.0,1.0,1.0,1125.0,4.84,4.87,4.82,4.94,4.95,4.95,4.78,6.89
4259,37.97032,23.72924,1.0,1.0,0.0,1.0,365.0,4.36,4.36,4.64,4.27,4.55,4.91,4.45,0.27
4260,37.96682,23.72977,0.0,1.0,0.0,1.0,365.0,4.76,4.82,4.88,4.82,4.88,4.82,4.53,0.38
4261,37.96662,23.72471,1.0,1.0,1.0,1.0,365.0,4.68,4.64,4.66,4.86,4.7,4.93,4.66,1.03
4262,37.98186,23.70872,1.5,1.0,3.0,3.0,1125.0,4.77,4.77,4.62,4.82,4.86,4.72,4.81,1.57
4263,37.977898,23.728519,1.0,0.0,1.0,1.6,365.0,5.0,4.5,5.0,4.5,5.0,5.0,5.0,0.09
4264,37.97784,23.72855,1.5,0.0,1.0,1.6,60.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.07
4265,37.98734,23.74926,1.0,2.0,2.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.7
4266,37.97709,23.73012,1.5,1.0,0.0,2.0,1125.0,4.77,4.79,4.7,4.73,4.8,4.99,4.68,1.8
4267,37.9846,23.71722,1.0,2.0,4.0,2.0,1125.0,5.0,4.75,4.75,4.75,5.0,4.5,4.75,0.1
4268,37.966568,23.727221,1.0,1.0,2.0,2.0,999.0,4.85,4.93,4.91,4.95,4.91,4.93,4.88,7.87
4269,37.99320983886719,23.768253326416016,1.0,1.0,2.0,1.0,1125.0,4.91,4.9,4.83,4.9,4.93,4.79,4.8,4.43
4270,38.01371765136719,23.727293014526367,0.0,1.0,0.0,2.0,1125.0,4.96,4.94,4.96,4.98,4.99,4.56,4.91,2.58
4271,37.98285,23.71743,3.0,6.0,13.0,2.0,1125.0,4.86,4.81,4.9,4.91,4.9,4.52,4.84,3.51
4272,37.98018646240234,23.70960807800293,1.0,2.0,2.0,3.0,1125.0,4.93,4.93,4.93,4.97,5.0,4.83,4.86,0.7
4273,37.98235,23.71879,1.0,2.0,3.0,2.0,1125.0,5.0,5.0,4.8,4.8,5.0,4.7,4.8,0.23
4274,38.01114,23.73253,1.0,1.0,2.0,1.0,1125.0,3.5,4.5,3.5,4.0,3.5,3.5,4.0,0.07
4275,37.99647,23.71203,1.0,1.0,1.0,1.0,1125.0,4.97,4.94,4.89,4.91,4.94,4.69,4.89,0.81
4276,37.970989,23.711197,1.0,2.0,3.0,2.0,1125.0,4.93,4.9,4.95,4.96,4.97,4.84,4.9,1.72
4277,37.96685,23.73146,2.0,2.0,2.0,1.3,1125.0,4.78,4.84,4.85,4.82,4.88,4.7,4.73,4.88
4278,37.957676,23.74708,1.0,1.0,1.0,3.0,200.0,4.94,4.94,4.88,4.94,4.94,4.63,4.69,0.36
4279,37.97812,23.74272,2.0,2.0,3.0,2.0,365.0,4.96,4.94,4.86,4.96,4.94,4.96,4.78,1.03
4280,37.971561,23.72998,1.0,1.0,1.0,3.0,30.0,4.99,4.99,5.0,4.99,4.97,5.0,4.97,1.48
4281,38.02405,23.74126,0.0,1.0,0.0,4.0,1125.0,4.89,4.84,4.95,5.0,4.95,4.74,4.89,0.43
4282,37.966366,23.727573,1.0,1.0,3.0,3.0,90.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,0.02
4283,37.99555,23.73507,1.0,1.0,2.0,2.0,1125.0,4.52,4.78,4.43,4.83,4.65,4.61,4.48,0.51
4284,37.96663,23.72831,0.0,0.0,0.0,2.0,1125.0,4.72,4.75,4.93,4.9,4.9,4.89,4.76,3.34
4285,37.9773,23.75353,1.0,1.0,0.0,1.0,1125.0,4.68,4.75,4.68,4.88,4.92,4.85,4.6,3.99
4286,37.97701,23.75389,1.0,1.0,0.0,1.0,1125.0,4.7,4.76,4.63,4.92,4.92,4.83,4.58,4.52
4287,37.988167,23.728092,1.0,1.0,1.0,5.0,1125.0,4.94,4.92,4.98,4.97,4.98,4.47,4.89,1.5
4288,37.97623,23.7308,1.0,1.0,4.0,1.3,1125.0,4.58,4.76,4.7,4.64,4.67,4.73,4.73,0.73
4289,37.963764,23.719246,1.0,2.0,2.0,3.0,1125.0,4.67,4.71,4.83,4.93,4.83,4.79,4.74,0.88
4290,37.97945,23.72548,1.0,0.0,1.0,1.0,365.0,4.57,4.77,4.83,4.9,4.77,4.67,4.77,0.64
4291,37.982819,23.755705,2.5,3.0,2.0,13.8,95.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
4292,37.95695,23.72526,1.0,1.0,3.0,1.0,360.0,4.88,4.92,5.0,5.0,5.0,4.75,4.75,0.51
4293,37.983765,23.715429,1.0,1.0,2.0,1.0,1125.0,4.53,4.5,4.64,4.8,4.73,4.44,4.44,1.79
4294,37.991688,23.761095,2.0,2.0,3.0,1.0,1125.0,5.0,5.0,5.0,5.0,5.0,4.67,5.0,0.12
4295,37.96965,23.73012,1.0,1.0,2.0,30.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4296,37.97327,23.73178,1.0,1.0,1.0,1.3,1125.0,4.85,4.93,4.85,4.85,4.89,4.97,4.84,2.42
4297,37.97218,23.73218,2.0,1.0,1.0,1.3,1125.0,4.39,4.44,4.56,4.5,4.5,4.78,4.44,1.07
4298,37.96825,23.72867,1.0,1.0,3.0,1.3,1125.0,4.59,4.62,4.77,4.8,4.75,4.9,4.59,2.76
4299,37.96685,23.72886,1.0,1.0,2.0,1.3,1125.0,4.72,4.68,4.7,4.88,4.8,4.98,4.72,1.36
4300,37.96891,23.7524,2.0,2.0,6.0,3.0,60.0,5.0,5.0,4.99,5.0,4.97,4.86,4.96,1.73
4301,37.96891,23.72978,2.0,2.0,2.0,2.0,1125.0,5.0,4.93,4.96,5.0,5.0,4.96,4.96,0.67
4302,38.00132,23.73992,1.0,2.0,3.0,28.0,1125.0,5.0,5.0,5.0,4.67,5.0,5.0,5.0,0.08
4303,37.96371,23.7251,2.0,2.0,3.0,2.0,365.0,4.92,4.96,4.87,4.96,4.97,4.91,4.87,1.64
4304,37.97544,23.7173,1.0,0.0,1.0,3.0,60.0,4.9,4.89,4.93,4.88,4.87,4.93,4.87,2.75
4305,37.96974,23.73103,1.0,1.0,2.0,30.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4306,37.9748,23.71959,1.0,1.0,1.0,30.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4307,37.97145,23.72975,0.0,1.0,0.0,30.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4308,37.99563,23.74949,2.0,3.0,3.0,2.0,60.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.07
4309,37.97854,23.72455,1.0,1.0,2.0,2.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
